temp_C,HR,windSpeed_m/s,windGust_m/s,pres_mbar,solarRad_W/m2,rain_mm/h,rain_day
23.86,36.09,0.0,0.0,1018.0,2.11,0.0,0.0
23.26,35.44,0.0,0.0,1018.0,3.92,0.0,0.0
23.1,34.64,0.0,0.0,1017.67,3.96,0.0,0.0
22.78,33.74,0.0,0.0,1017.0,3.63,0.0,0.0
22.36,35.65,0.0,0.0,1017.0,4.11,0.0,0.0
21.41,52.65,0.0,0.0,1017.0,5.34,0.0,0.0
20.86,42.72,0.0,0.0,1016.33,4.03,0.0,0.0
20.63,42.6,0.0,0.0,1016.0,4.57,0.0,0.0
20.39,57.15,0.0,0.0,1016.0,11.98,0.0,0.0
19.68,68.53,0.0,0.0,1016.17,22.13,0.0,0.0
20.18,66.79,0.0,0.0,1016.83,55.28,0.0,0.0
22.15,59.36,0.0,0.0,1017.0,244.3,0.0,0.0
22.64,56.99,0.0,0.0,1017.0,421.08,0.0,0.0
23.7,48.5,0.0,0.0,1017.0,449.0,0.0,0.0
26.18,41.22,0.0,0.0,1016.33,647.0,0.0,0.0
25.2,40.31,0.0,0.0,1016.0,594.22,0.0,0.0
26.19,34.42,0.0,0.0,1016.0,779.87,0.0,0.0
25.78,35.58,0.0,0.0,1015.0,730.18,0.0,0.0
26.62,32.95,0.0,0.0,1014.83,533.79,0.0,0.0
26.94,29.77,0.0,0.0,1014.0,334.96,0.0,0.0
26.25,28.18,0.0,0.0,1014.0,282.68,0.0,0.0
24.83,25.99,0.0,0.0,1014.0,103.61,0.0,0.0
22.9,29.6,0.0,0.0,1014.42,6.71,0.0,0.0
20.39,44.78,0.0,0.0,1015.67,3.38,0.0,0.0
19.92,48.64,0.0,0.0,1016.0,3.57,0.0,0.0
19.61,49.5,0.0,0.0,1016.0,4.88,0.0,0.0
19.21,51.79,0.0,0.0,1016.0,4.97,0.0,0.0
18.81,53.82,0.0,0.0,1016.0,5.8,0.0,0.0
18.32,56.11,0.0,0.0,1016.0,9.81,0.0,0.0
18.13,57.88,0.0,0.0,1016.0,6.04,0.0,0.0
18.42,55.62,0.0,0.0,1016.0,6.51,0.0,0.0
18.84,52.76,0.0,0.0,1016.0,7.07,0.0,0.0
18.58,53.46,0.0,0.0,1016.0,6.9,0.0,0.0
17.13,61.41,0.0,0.0,1016.83,12.94,0.0,0.0
16.09,70.0,0.0,0.0,1017.67,69.62,0.0,0.0
17.19,73.02,0.0,0.0,1018.0,249.84,0.0,0.0
19.72,67.2,0.0,0.0,1018.0,440.83,0.0,0.0
21.52,56.96,0.0,0.0,1018.0,600.87,0.0,0.0
23.59,46.38,0.0,0.0,1018.0,724.42,0.0,0.0
25.04,44.59,0.0,0.0,1018.0,791.83,0.0,0.0
25.31,42.72,0.0,0.0,1017.25,771.22,0.0,0.0
26.9,32.46,0.0,0.0,1017.0,749.0,0.0,0.0
26.69,29.76,0.0,0.0,1017.0,634.98,0.0,0.0
25.91,36.42,0.0,0.0,1017.0,448.22,0.0,0.0
23.77,47.72,0.0,0.0,1017.08,266.81,0.0,0.0
21.52,57.44,0.0,0.0,1018.0,85.8,0.0,0.0
20.05,64.55,0.0,0.0,1018.08,12.74,0.0,0.0
19.52,64.14,0.0,0.0,1019.0,15.5,0.0,0.0
18.98,65.92,0.0,0.0,1019.5,16.1,0.0,0.0
18.62,66.4,0.0,0.0,1020.0,21.17,0.0,0.0
17.88,69.18,0.0,0.0,1020.0,17.89,0.0,0.0
17.63,68.92,0.0,0.0,1020.0,17.12,0.0,0.0
17.23,69.13,0.0,0.0,1020.0,20.99,0.0,0.0
17.05,68.49,0.0,0.0,1019.42,20.0,0.0,0.0
16.93,68.01,0.0,0.0,1019.67,18.36,0.0,0.0
16.73,68.18,0.0,0.0,1020.0,22.59,0.0,0.0
16.54,67.2,0.0,0.0,1020.0,17.61,0.0,0.0
16.12,67.17,0.0,0.0,1020.0,16.02,0.0,0.0
16.2,67.39,0.0,0.0,1020.75,77.88,0.0,0.0
17.81,61.32,0.0,0.0,1021.0,266.5,0.0,0.0
19.4,53.85,0.0,0.0,1021.0,449.7,0.0,0.0
21.02,49.04,0.0,0.0,1021.67,603.94,0.0,0.0
21.87,49.08,0.0,0.0,1021.17,702.25,0.0,0.0
24.16,41.18,0.0,0.0,1021.0,755.17,0.0,0.0
26.54,33.28,0.0,0.0,1020.0,789.32,0.0,0.0
27.35,31.56,0.0,0.0,1020.0,707.16,0.0,0.0
27.87,29.7,0.0,0.0,1019.25,636.93,0.0,0.0
28.06,26.98,0.0,0.0,1019.0,477.46,0.0,0.0
26.79,26.84,0.0,0.0,1019.0,293.06,0.0,0.0
25.0,30.89,0.0,0.0,1020.0,103.51,0.0,0.0
22.01,41.16,0.0,0.0,1020.0,8.94,0.0,0.0
20.61,48.34,0.0,0.0,1020.33,4.3,0.0,0.0
20.03,52.97,0.0,0.0,1021.0,3.39,0.0,0.0
19.63,55.19,0.0,0.0,1021.0,6.47,0.0,0.0
19.56,55.69,0.0,0.0,1021.0,6.82,0.0,0.0
19.37,57.06,0.0,0.0,1021.0,8.88,0.0,0.0
19.15,58.63,0.0,0.0,1021.0,10.78,0.0,0.0
18.9,60.09,0.0,0.0,1020.67,9.78,0.0,0.0
18.51,62.22,0.0,0.0,1020.0,15.18,0.0,0.0
18.21,64.56,0.0,0.0,1020.0,19.02,0.0,0.0
17.71,66.99,0.0,0.0,1020.0,19.16,0.0,0.0
18.14,63.8,0.0,0.0,1020.0,13.0,0.0,0.0
18.37,62.7,0.0,0.0,1020.0,58.54,0.0,0.0
19.28,60.38,0.0,0.0,1020.58,231.28,0.0,0.0
20.14,56.95,0.0,0.0,1021.0,423.02,0.0,0.0
20.39,57.17,0.0,0.0,1021.0,589.93,0.0,0.0
21.05,53.34,0.0,0.0,1021.0,710.26,0.0,0.0
22.71,45.28,0.0,0.0,1020.75,772.17,0.0,0.0
24.27,39.47,0.0,0.0,1020.0,781.58,0.0,0.0
25.48,33.95,0.0,0.0,1019.75,728.16,0.0,0.0
25.87,32.67,0.0,0.0,1019.0,617.39,0.0,0.0
24.81,36.82,0.0,0.0,1019.0,462.98,0.0,0.0
23.86,39.77,0.0,0.0,1019.0,278.76,0.0,0.0
21.8,46.71,0.0,0.0,1019.0,86.89,0.0,0.0
20.81,52.5,0.0,0.0,1019.33,7.71,0.0,0.0
20.05,59.06,0.0,0.0,1020.0,8.36,0.0,0.0
18.93,64.57,0.0,0.0,1020.5,10.28,0.0,0.0
18.13,69.83,0.0,0.0,1021.0,11.4,0.0,0.0
17.84,73.45,0.0,0.0,1020.75,5.39,0.0,0.0
17.76,75.15,0.0,0.0,1020.25,9.06,0.0,0.0
17.78,74.95,0.0,0.0,1020.58,8.04,0.0,0.0
17.94,73.02,0.0,0.0,1020.0,7.17,0.0,0.0
17.85,73.5,0.0,0.0,1020.0,8.06,0.0,0.0
17.67,75.06,0.0,0.0,1020.0,9.05,0.0,0.0
17.58,74.85,0.0,0.0,1020.0,7.26,0.0,0.0
17.65,73.82,0.0,0.0,1020.0,7.36,0.0,0.0
18.18,72.0,0.0,0.0,1020.67,72.64,0.0,0.0
18.99,69.1,0.0,0.0,1021.0,247.73,0.0,0.0
20.32,61.95,0.0,0.0,1021.17,436.78,0.0,0.0
21.83,53.99,0.0,0.0,1021.25,601.01,0.0,0.0
23.5,48.28,0.0,0.0,1021.0,722.62,0.0,0.0
25.21,42.14,0.0,0.0,1021.0,785.67,0.0,0.0
26.09,38.65,0.0,0.0,1020.0,778.65,0.0,0.0
26.55,35.81,0.0,0.0,1019.42,750.25,0.0,0.0
25.77,39.1,0.0,0.0,1019.0,615.11,0.0,0.0
24.75,40.03,0.0,0.0,1019.08,465.31,0.0,0.0
23.93,40.54,0.0,0.0,1019.42,274.7,0.0,0.0
22.24,48.73,0.0,0.0,1020.0,109.93,0.0,0.0
20.95,55.42,0.0,0.0,1020.25,9.33,0.0,0.0
19.65,61.54,0.0,0.0,1021.0,11.27,0.0,0.0
19.62,59.79,0.0,0.0,1021.0,16.09,0.0,0.0
19.5,58.63,0.0,0.0,1021.0,19.86,0.0,0.0
19.18,59.49,0.0,0.0,1021.0,16.88,0.0,0.0
18.73,63.29,0.0,0.0,1021.33,24.44,0.0,0.0
17.98,69.09,0.0,0.0,1021.0,21.4,0.0,0.0
17.78,69.84,0.0,0.0,1021.0,21.89,0.0,0.0
17.89,68.1,0.0,0.0,1021.0,22.55,0.0,0.0
18.03,65.66,0.0,0.0,1021.0,23.74,0.0,0.0
17.66,68.09,0.0,0.0,1021.0,26.73,0.0,0.0
17.29,72.11,0.0,0.0,1021.33,24.2,0.0,0.0
17.14,75.13,0.0,0.0,1022.0,67.76,0.0,0.0
18.23,73.04,0.0,0.0,1022.0,238.07,0.0,0.0
20.39,65.04,0.0,0.0,1022.33,428.16,0.0,0.0
21.84,56.99,0.0,0.0,1023.0,589.99,0.0,0.0
24.38,42.18,0.0,0.0,1022.25,711.28,0.0,0.0
27.02,33.57,0.0,0.0,1022.0,776.0,0.0,0.0
29.8,29.07,0.0,0.0,1021.25,782.92,0.0,0.0
31.92,21.0,0.0,0.0,1020.67,721.22,0.0,0.0
32.43,22.92,0.0,0.0,1020.0,617.86,0.0,0.0
31.12,28.82,0.0,0.0,1020.0,451.32,0.0,0.0
28.93,32.77,0.0,0.0,1020.0,255.93,0.0,0.0
27.45,32.71,0.0,0.0,1020.0,77.01,0.0,0.0
25.51,34.92,0.0,0.0,1020.83,7.69,0.0,0.0
24.42,34.22,0.0,0.0,1021.0,5.19,0.0,0.0
23.66,35.5,0.0,0.0,1021.75,4.74,0.0,0.0
22.7,38.98,0.0,0.0,1022.0,4.77,0.0,0.0
22.12,42.41,0.0,0.0,1022.0,4.61,0.0,0.0
21.96,43.99,0.0,0.0,1022.0,4.07,0.0,0.0
21.57,45.8,0.0,0.0,1022.0,3.12,0.0,0.0
22.04,41.55,0.0,0.0,1021.5,4.76,0.0,0.0
21.69,41.82,0.0,0.0,1021.0,5.3,0.0,0.0
21.39,42.9,0.0,0.0,1021.0,3.86,0.0,0.0
22.72,36.43,0.0,0.0,1021.0,4.26,0.0,0.0
21.7,41.46,0.0,0.0,1021.0,4.98,0.0,0.0
20.45,52.61,0.0,0.0,1021.75,51.6,0.0,0.0
20.86,53.13,0.0,0.0,1022.17,224.58,0.0,0.0
21.88,50.32,0.0,0.0,1023.0,416.83,0.0,0.0
24.26,42.5,0.0,0.0,1023.0,583.83,0.0,0.0
26.6,35.95,0.0,0.0,1022.17,703.05,0.0,0.0
28.78,28.93,0.0,0.0,1022.0,768.17,0.0,0.0
30.67,25.46,0.0,0.0,1021.0,762.5,0.0,0.0
32.2,25.45,0.0,0.0,1020.58,705.43,0.0,0.0
32.29,25.53,0.0,0.0,1020.0,592.64,0.0,0.0
30.87,25.12,0.0,0.0,1020.0,439.23,0.0,0.0
29.77,25.23,0.0,0.0,1020.0,257.68,0.0,0.0
28.13,25.43,0.0,0.0,1020.0,74.94,0.0,0.0
26.11,29.59,0.0,0.0,1020.0,6.04,0.0,0.0
24.42,34.7,0.0,0.0,1020.42,5.63,0.0,0.0
24.19,33.06,0.0,0.0,1021.0,5.97,0.0,0.0
23.37,34.98,0.0,0.0,1021.0,5.47,0.0,0.0
23.36,35.78,0.0,0.0,1021.0,4.65,0.0,0.0
22.91,37.4,0.0,0.0,1021.0,4.69,0.0,0.0
22.53,38.69,0.0,0.0,1021.0,5.31,0.0,0.0
22.18,42.1,0.0,0.0,1020.33,4.36,0.0,0.0
22.11,46.17,0.0,0.0,1020.0,3.25,0.0,0.0
21.17,54.03,0.0,0.0,1020.0,4.57,0.0,0.0
20.54,59.33,0.0,0.0,1020.0,13.13,0.0,0.0
20.12,62.15,0.0,0.0,1020.0,12.37,0.0,0.0
21.44,54.03,0.0,0.0,1020.33,100.56,0.0,0.0
23.75,48.0,0.0,0.0,1021.0,286.5,0.0,0.0
24.1,45.21,0.0,0.0,1021.0,477.08,0.0,0.0
26.64,31.8,0.0,0.0,1021.0,628.91,0.0,0.0
27.56,29.0,0.0,0.0,1021.0,733.29,0.0,0.0
29.92,24.75,0.0,0.0,1020.17,772.58,0.0,0.0
32.4,19.17,0.0,0.0,1019.17,759.42,0.0,0.0
33.72,17.2,0.0,0.0,1018.42,686.77,0.0,0.0
34.94,15.12,0.0,0.0,1018.0,559.07,0.0,0.0
33.96,21.26,0.0,0.0,1017.0,378.19,0.0,0.0
33.1,21.63,0.0,0.0,1017.0,188.92,0.0,0.0
31.16,22.67,0.0,0.0,1017.0,33.24,0.0,0.0
29.43,23.85,0.0,0.0,1017.75,4.67,0.0,0.0
28.28,25.94,0.0,0.0,1018.0,4.59,0.0,0.0
27.65,27.3,0.0,0.0,1018.42,4.39,0.0,0.0
27.37,27.3,0.0,0.0,1019.0,4.65,0.0,0.0
27.39,26.23,0.0,0.0,1019.0,4.5,0.0,0.0
27.33,25.47,0.0,0.0,1018.08,5.33,0.0,0.0
24.69,37.06,0.0,0.0,1018.83,4.85,0.0,0.0
23.58,39.23,0.0,0.0,1018.17,6.12,0.0,0.0
25.42,30.46,0.0,0.0,1018.0,5.26,0.0,0.0
25.79,28.64,0.0,0.0,1017.42,4.61,0.0,0.0
21.79,49.34,0.0,0.0,1018.0,3.31,0.0,0.0
21.22,52.49,0.0,0.0,1018.83,4.73,0.0,0.0
21.52,46.52,0.0,0.0,1019.0,90.83,0.0,0.0
21.53,49.25,0.0,0.0,1019.08,283.11,0.0,0.0
22.54,45.8,0.0,0.0,1020.0,470.58,0.0,0.0
24.12,41.47,0.0,0.0,1020.0,619.22,0.0,0.0
26.3,37.73,0.0,0.0,1020.0,722.98,0.0,0.0
29.22,29.88,0.0,0.0,1019.08,764.92,0.0,0.0
28.51,29.52,0.0,0.0,1019.0,743.42,0.0,0.0
27.58,28.75,0.0,0.0,1018.58,671.59,0.0,0.0
27.61,27.62,0.0,0.0,1018.0,543.89,0.0,0.0
27.98,26.55,0.0,0.0,1018.0,368.08,0.0,0.0
28.12,25.59,0.0,0.0,1018.0,177.08,0.0,0.0
27.15,27.18,0.0,0.0,1018.0,28.54,0.0,0.0
25.71,30.14,0.0,0.0,1018.92,4.88,0.0,0.0
24.96,31.7,0.0,0.0,1019.0,4.91,0.0,0.0
24.43,34.93,0.0,0.0,1019.58,4.19,0.0,0.0
23.88,37.67,0.0,0.0,1020.0,4.8,0.0,0.0
23.6,38.9,0.0,0.0,1020.0,5.38,0.0,0.0
23.11,41.74,0.0,0.0,1020.0,3.54,0.0,0.0
22.99,44.24,0.0,0.0,1020.0,4.12,0.0,0.0
22.78,46.86,0.0,0.0,1020.0,3.87,0.0,0.0
22.77,49.15,0.0,0.0,1020.0,2.58,0.0,0.0
22.61,51.16,0.0,0.0,1020.0,1.75,0.0,0.0
21.91,52.19,0.0,0.0,1020.08,1.13,0.0,0.0
20.92,54.19,0.0,0.0,1021.0,4.27,0.0,0.0
21.09,58.37,0.0,0.0,1021.42,99.37,0.0,0.0
22.04,54.23,0.0,0.0,1022.0,290.48,0.0,0.0
22.62,51.6,0.0,0.0,1023.0,472.26,0.0,0.0
24.08,46.07,0.0,0.0,1023.0,623.57,0.0,0.0
26.57,41.93,0.0,0.0,1022.83,722.42,0.0,0.0
28.37,36.26,0.0,0.0,1022.0,769.33,0.0,0.0
29.52,31.6,0.0,0.0,1021.42,743.67,0.0,0.0
30.66,28.85,0.0,0.0,1021.0,660.82,0.0,0.0
29.8,30.58,0.0,0.0,1021.0,523.09,0.0,0.0
29.46,29.38,0.0,0.0,1021.0,347.44,0.0,0.0
28.65,30.85,0.0,0.0,1021.0,171.03,0.0,0.0
27.3,36.97,0.0,0.0,1021.42,26.37,0.0,0.0
24.98,43.67,0.0,0.0,1022.42,4.4,0.0,0.0
24.38,45.34,0.0,0.0,1023.0,4.61,0.0,0.0
23.92,47.26,0.0,0.0,1023.75,2.85,0.0,0.0
23.64,47.85,0.0,0.0,1024.0,2.73,0.0,0.0
23.74,46.52,0.0,0.0,1024.58,2.07,0.0,0.0
22.95,51.29,0.0,0.0,1025.0,0.77,0.0,0.0
22.51,54.1,0.0,0.0,1025.0,1.15,0.0,0.0
22.55,52.65,0.0,0.0,1024.08,1.33,0.0,0.0
22.38,52.4,0.0,0.0,1023.83,2.72,0.0,0.0
20.98,63.38,0.0,0.0,1024.92,10.53,0.0,0.0
21.29,59.99,0.0,0.0,1025.0,8.12,0.0,0.0
21.69,55.86,0.0,0.0,1025.0,10.87,0.0,0.0
21.59,55.9,0.0,0.0,1025.08,90.53,0.0,0.0
21.95,52.72,0.0,0.0,1025.92,276.34,0.0,0.0
22.31,51.07,0.0,0.0,1026.0,459.58,0.0,0.0
23.78,47.71,0.0,0.0,1026.0,607.94,0.0,0.0
26.23,40.6,0.0,0.0,1025.67,702.75,0.0,0.0
27.92,35.85,0.0,0.0,1025.0,751.92,0.0,0.0
28.99,31.94,0.0,0.0,1023.92,731.37,0.0,0.0
29.88,30.22,0.0,0.0,1023.0,656.51,0.0,0.0
29.9,29.43,0.0,0.0,1022.5,514.7,0.0,0.0
28.52,33.53,0.0,0.0,1022.0,339.5,0.0,0.0
27.18,37.28,0.0,0.0,1022.0,158.18,0.0,0.0
25.65,41.23,0.0,0.0,1022.0,27.34,0.0,0.0
24.29,44.32,0.0,0.0,1022.0,4.84,0.0,0.0
23.87,44.56,0.0,0.0,1022.5,4.9,0.0,0.0
23.73,44.82,0.0,0.0,1023.0,3.07,0.0,0.0
23.47,44.78,0.0,0.0,1023.0,4.28,0.0,0.0
23.24,44.93,0.0,0.0,1022.08,4.04,0.0,0.0
22.81,45.65,0.0,0.0,1022.0,4.47,0.0,0.0
22.67,45.8,0.0,0.0,1021.5,3.46,0.0,0.0
22.24,47.87,0.0,0.0,1021.0,3.75,0.0,0.0
21.99,49.37,0.0,0.0,1021.0,2.77,0.0,0.0
21.67,51.3,0.0,0.0,1020.0,2.08,0.0,0.0
21.67,51.36,0.0,0.0,1020.0,1.45,0.0,0.0
21.62,51.49,0.0,0.0,1020.25,5.36,0.0,0.0
21.77,51.23,0.0,0.0,1021.0,75.78,0.0,0.0
22.8,47.42,0.0,0.0,1021.0,262.88,0.0,0.0
24.17,44.66,0.0,0.0,1021.0,437.48,0.0,0.0
25.47,42.17,0.0,0.0,1021.0,605.4,0.0,0.0
26.7,37.54,0.0,0.0,1020.08,702.22,0.0,0.0
29.33,26.31,0.0,0.0,1019.25,758.5,0.0,0.0
30.24,21.32,0.0,0.0,1018.33,736.75,0.0,0.0
30.19,23.29,0.0,0.0,1017.58,571.79,0.0,0.0
29.55,29.04,0.0,0.0,1017.0,432.28,0.0,0.0
27.97,34.53,0.0,0.0,1017.0,336.35,0.0,0.0
25.38,39.23,0.0,0.0,1017.0,152.53,0.0,0.0
22.95,40.32,0.0,0.0,1017.0,21.82,0.0,0.0
21.02,40.28,0.0,0.0,1017.0,5.24,0.0,0.0
20.32,40.37,0.0,0.0,1017.33,4.63,0.0,0.0
19.64,43.98,0.0,0.0,1018.0,4.67,0.0,0.0
18.86,52.17,0.0,0.0,1018.0,4.59,0.0,0.0
18.52,54.72,0.0,0.0,1018.0,5.06,0.0,0.0
18.58,53.88,0.0,0.0,1018.0,2.46,0.0,0.0
18.4,53.2,0.0,0.0,1017.67,2.06,0.0,0.0
18.06,54.23,0.0,0.0,1017.0,2.18,0.0,0.0
18.49,50.8,0.0,0.0,1016.33,3.32,0.0,0.0
18.93,48.06,0.0,0.0,1016.0,5.16,0.0,0.0
18.75,48.72,0.0,0.0,1016.0,3.45,0.0,0.0
18.23,51.34,0.0,0.0,1016.83,3.2,0.0,0.0
17.8,54.23,0.0,0.0,1017.0,93.25,0.0,0.0
18.52,55.31,0.0,0.0,1017.0,249.48,0.0,0.0
19.76,50.15,0.0,0.0,1017.0,475.48,0.0,0.0
20.87,46.76,0.0,0.0,1017.42,605.66,0.0,0.0
22.86,40.87,0.0,0.0,1016.92,708.72,0.0,0.0
24.63,39.07,0.0,0.0,1016.0,748.25,0.0,0.0
25.79,36.68,0.0,0.0,1015.58,724.51,0.0,0.0
26.37,36.2,0.0,0.0,1015.0,645.72,0.0,0.0
25.24,40.54,0.0,0.0,1015.0,499.81,0.0,0.0
23.36,43.42,0.0,0.0,1015.0,354.95,0.0,0.0
21.38,48.28,0.0,0.0,1015.0,127.91,0.0,0.0
20.43,51.24,0.0,0.0,1015.0,13.11,0.0,0.0
19.5,53.3,0.0,0.0,1015.75,5.21,0.0,0.0
18.67,58.0,0.0,0.0,1016.0,7.13,0.0,0.0
18.46,60.37,0.0,0.0,1016.75,9.68,0.0,0.0
17.98,63.45,0.0,0.0,1017.0,8.06,0.0,0.0
17.55,67.18,0.0,0.0,1017.0,8.59,0.0,0.0
17.26,69.02,0.0,0.0,1017.0,11.81,0.0,0.0
16.8,71.43,0.0,0.0,1017.0,6.33,0.0,0.0
16.74,71.76,0.0,0.0,1017.0,4.5,0.0,0.0
16.59,72.18,0.0,0.0,1017.0,4.7,0.0,0.0
16.36,72.59,0.0,0.0,1017.0,4.44,0.0,0.0
16.23,72.94,0.0,0.0,1017.0,2.73,0.0,0.0
16.35,72.44,0.0,0.0,1017.0,5.65,0.0,0.0
16.86,71.04,0.0,0.0,1017.67,91.19,0.0,0.0
18.1,66.36,0.0,0.0,1018.42,270.11,0.0,0.0
20.14,57.8,0.0,0.0,1019.0,452.82,0.0,0.0
22.52,47.91,0.0,0.0,1019.0,601.4,0.0,0.0
22.6,49.07,0.0,0.0,1018.75,699.85,0.0,0.0
23.22,46.36,0.0,0.0,1018.0,739.42,0.0,0.0
24.72,43.1,0.0,0.0,1017.92,725.48,0.0,0.0
26.25,39.44,0.0,0.0,1017.0,646.84,0.0,0.0
25.98,39.7,0.0,0.0,1017.0,516.23,0.0,0.0
24.12,43.36,0.0,0.0,1017.33,344.08,0.0,0.0
22.18,48.16,0.0,0.0,1018.0,149.55,0.0,0.0
20.58,54.7,0.0,0.0,1018.0,19.09,0.0,0.0
19.12,62.76,0.0,0.0,1018.83,8.55,0.0,0.0
18.51,67.32,0.0,0.0,1019.0,7.93,0.0,0.0
18.71,66.26,0.0,0.0,1019.33,7.78,0.0,0.0
18.8,63.93,0.0,0.0,1019.33,9.55,0.0,0.0
18.94,61.56,0.0,0.0,1019.08,8.88,0.0,0.0
18.78,61.96,0.0,0.0,1019.0,9.72,0.0,0.0
17.99,66.37,0.0,0.0,1019.17,9.13,0.0,0.0
17.41,69.55,0.0,0.0,1019.0,7.3,0.0,0.0
17.75,67.74,0.0,0.0,1018.92,7.22,0.0,0.0
18.02,66.31,0.0,0.0,1018.67,6.5,0.0,0.0
17.73,68.08,0.0,0.0,1019.0,3.5,0.0,0.0
17.59,66.51,0.0,0.0,1019.0,6.88,0.0,0.0
17.75,64.89,0.0,0.0,1019.83,80.63,0.0,0.0
19.45,59.03,0.0,0.0,1020.0,263.12,0.0,0.0
22.34,46.28,0.0,0.0,1020.0,449.8,0.0,0.0
24.48,34.53,0.0,0.0,1020.0,611.17,0.0,0.0
25.66,28.52,0.0,0.0,1019.58,718.25,0.0,0.0
26.58,23.92,0.0,0.0,1019.0,771.5,0.0,0.0
27.69,19.0,0.0,0.0,1018.17,755.92,0.0,0.0
27.47,19.39,0.0,0.0,1018.0,683.43,0.0,0.0
26.43,23.86,0.0,0.0,1018.0,549.6,0.0,0.0
26.06,23.49,0.0,0.0,1017.17,378.85,0.0,0.0
24.57,32.1,0.0,0.0,1017.67,179.29,0.0,0.0
22.6,37.41,0.0,0.0,1017.92,26.5,0.0,0.0
21.47,35.88,0.0,0.0,1018.0,4.49,0.0,0.0
20.85,35.27,0.0,0.0,1018.25,5.66,0.0,0.0
20.72,35.26,0.0,0.0,1019.0,5.33,0.0,0.0
20.85,34.84,0.0,0.0,1019.0,4.91,0.0,0.0
20.74,34.82,0.0,0.0,1019.0,5.64,0.0,0.0
20.81,33.83,0.0,0.0,1019.0,4.71,0.0,0.0
21.27,30.62,0.0,0.0,1019.0,4.37,0.0,0.0
21.05,28.98,0.0,0.0,1018.17,4.69,0.0,0.0
20.66,28.01,0.0,0.0,1018.0,3.87,0.0,0.0
20.2,26.52,0.0,0.0,1018.0,4.64,0.0,0.0
19.64,26.18,0.0,0.0,1018.5,5.7,0.0,0.0
19.24,25.81,0.0,0.0,1019.0,6.25,0.0,0.0
19.2,26.41,0.0,0.0,1019.33,91.8,0.0,0.0
19.35,26.31,0.0,0.0,1020.0,280.28,0.0,0.0
19.64,25.99,0.0,0.0,1020.92,476.8,0.0,0.0
20.21,27.09,0.0,0.0,1021.0,596.38,0.0,0.0
22.06,25.71,0.0,0.0,1020.08,713.42,0.0,0.0
24.24,22.34,0.0,0.0,1019.92,767.17,0.0,0.0
26.28,18.57,0.0,0.0,1019.0,747.58,0.0,0.0
27.86,16.43,0.0,0.0,1019.0,673.22,0.0,0.0
29.09,14.67,0.0,0.0,1018.0,541.13,0.0,0.0
30.09,13.7,0.0,0.0,1018.0,362.54,0.0,0.0
30.1,13.94,0.0,0.0,1018.0,170.48,0.0,0.0
28.54,16.2,0.0,0.0,1018.33,18.68,0.0,0.0
26.63,19.47,0.0,0.0,1019.0,3.48,0.0,0.0
25.9,19.68,0.0,0.0,1019.92,4.13,0.0,0.0
25.68,17.88,0.0,0.0,1020.0,5.24,0.0,0.0
25.1,15.78,0.0,0.0,1020.0,5.7,0.0,0.0
24.71,14.02,0.0,0.0,1020.0,4.38,0.0,0.0
23.89,14.24,0.0,0.0,1020.0,3.53,0.0,0.0
23.26,15.12,0.0,0.0,1020.08,4.08,0.0,0.0
21.92,18.98,0.0,0.0,1020.33,3.93,0.0,0.0
21.2,17.78,0.0,0.0,1020.0,4.26,0.0,0.0
20.53,19.11,0.0,0.0,1020.0,4.34,0.0,0.0
19.84,21.28,0.0,0.0,1020.25,4.43,0.0,0.0
19.3,24.2,0.0,0.0,1021.0,7.27,0.0,0.0
19.08,27.18,0.0,0.0,1021.0,92.38,0.0,0.0
19.61,24.85,0.0,0.0,1021.58,278.54,0.0,0.0
20.48,22.11,0.0,0.0,1022.0,466.16,0.0,0.0
21.48,21.82,0.0,0.0,1022.0,622.53,0.0,0.0
22.95,18.92,0.0,0.0,1022.0,722.95,0.0,0.0
25.88,13.37,0.0,0.0,1021.67,771.5,0.0,0.0
28.1,11.51,0.0,0.0,1020.75,755.08,0.0,0.0
29.61,10.13,0.0,0.0,1020.0,672.87,0.0,0.0
28.85,12.86,0.0,0.0,1019.42,537.84,0.0,0.0
27.39,18.07,0.0,0.0,1019.0,359.04,0.0,0.0
26.88,17.67,0.0,0.0,1019.58,167.18,0.0,0.0
25.74,14.1,0.0,0.0,1020.0,21.89,0.0,0.0
24.77,13.77,0.0,0.0,1020.0,4.54,0.0,0.0
24.11,12.28,0.0,0.0,1020.0,4.14,0.0,0.0
23.34,12.72,0.0,0.0,1020.25,3.55,0.0,0.0
23.16,13.13,0.0,0.0,1020.0,4.42,0.0,0.0
23.05,14.11,0.0,0.0,1020.0,3.91,0.0,0.0
23.36,14.23,0.0,0.0,1020.0,4.12,0.0,0.0
23.46,14.67,0.0,0.0,1019.92,3.77,0.0,0.0
21.68,21.23,0.0,0.0,1019.25,4.75,0.0,0.0
21.9,19.19,0.0,0.0,1019.0,4.06,0.0,0.0
22.09,17.39,0.0,0.0,1019.0,4.23,0.0,0.0
20.11,25.67,0.0,0.0,1019.0,4.55,0.0,0.0
18.39,46.37,0.0,0.0,1019.0,9.06,0.0,0.0
18.31,60.1,0.0,0.0,1019.25,84.28,0.0,0.0
19.97,58.56,0.0,0.0,1020.0,270.44,0.0,0.0
21.01,52.45,0.0,0.0,1020.0,454.25,0.0,0.0
22.94,37.74,0.0,0.0,1020.0,609.72,0.0,0.0
